amount,card,Description,datetime,transaction type,date,YM,category,category_n,cumulative_sum
55.14,6450,abdullah al omran,2022-01-01 16:12:00,card transaction,2022-01-01,2022-01,11 other,other,55.14
177.59,6572 [stcpay],jahez international co riyadh sa,2022-01-01 00:00:00,stcpay transaction,2022-01-01,2022-01,01 restaurant,restaurant,232.73000000000002
217.65,0228,aldrees 738,2022-01-01 13:26:00,mada transaction,2022-01-01,2022-01,04 petrol,petrol,450.38
155.26,6572 [stcpay],koinz riyadh sa,2022-01-01 00:00:00,stcpay transaction,2022-01-01,2022-01,11 other,other,605.64
274.34,[SNB account],redacted!,2022-01-02 10:33:00,transfer,2022-01-02,2022-01,9 transfer,transfer,879.98
214.55,6450,najd village restauran,2022-01-02 14:33:00,card transaction,2022-01-02,2022-01,01 restaurant,restaurant,1094.53
47.96,account,redacted!,2022-01-02 13:59:00,transfer,2022-01-02,2022-01,9 transfer,transfer,1142.49
238.37,6450,halalah,2022-01-02 19:39:00,card transaction,2022-01-02,2022-01,11 other,other,1380.86
-15874.400000000001,account,salary,2022-01-02 09:22:00,salary,2022-01-02,2022-01,09 salary,salary,-14493.54
99.32,6450,dar al fatera restaura,2022-01-03 22:40:00,card transaction,2022-01-03,2022-01,01 restaurant,restaurant,-14394.220000000001
251.0,6450,prestige,2022-01-03 20:20:00,card transaction,2022-01-03,2022-01,01 restaurant,restaurant,-14143.220000000001
240.57,6450,hawa lebanon catering,2022-01-03 18:49:00,card transaction,2022-01-03,2022-01,11 other,other,-13902.650000000001
157.91,6450,health wavia limited o,2022-01-03 20:48:00,card transaction,2022-01-03,2022-01,11 other,other,-13744.740000000002
204.97,6450,al-hasawi trading est,2022-01-04 20:14:00,card transaction,2022-01-04,2022-01,11 other,other,-13539.77
161.89,6450,jdyr ltqdym alwjbat es,2022-01-04 20:19:00,card transaction,2022-01-04,2022-01,11 other,other,-13377.880000000001
247.83,6450,لدى  netflix.com,2022-01-05 08:27:00,internet purchase,2022-01-05,2022-01,10 bills,bills,-13130.050000000001
239.18,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-12890.87
192.01,6450,masar althog co,2022-01-06 19:15:00,card transaction,2022-01-06,2022-01,11 other,other,-12698.86
105.78,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-12593.080000000002
285.13,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-12307.95
221.39,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-12086.560000000001
157.41,0228,arabica cafe lt,2022-01-06 08:55:00,mada transaction,2022-01-06,2022-01,02 coffee,coffee,-11929.150000000001
227.99,6450,branch of al grilled a,2022-01-06 17:57:00,card transaction,2022-01-06,2022-01,01 restaurant,restaurant,-11701.160000000002
158.99,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-11542.17
46.9,6450,branch of al grilled a,2022-01-06 17:52:00,card transaction,2022-01-06,2022-01,01 restaurant,restaurant,-11495.27
125.76,6450,luluat elwaqood,2022-01-06 09:18:00,card transaction,2022-01-06,2022-01,11 other,other,-11369.51
261.28,6572 [stcpay],redacted!,2022-01-06 00:00:00,stcpay credit,2022-01-06,2022-01,06 stcpay,stcpay,-11108.230000000001
268.25,6450,petromin express-1228,2022-01-06 09:10:00,card transaction,2022-01-06,2022-01,04 petrol,petrol,-10839.980000000001
179.62,6450,wool world establishme,2022-01-07 18:25:00,card transaction,2022-01-07,2022-01,11 other,other,-10660.36
116.39,6450,al aker sweets est,2022-01-07 18:38:00,card transaction,2022-01-07,2022-01,11 other,other,-10543.970000000001
127.88,0228,warsh mohmmaed,2022-01-08 09:08:00,mada transaction,2022-01-08,2022-01,11 other,other,-10416.09
180.21,0228,green star fuel,2022-01-08 09:25:00,mada transaction,2022-01-08,2022-01,04 petrol,petrol,-10235.880000000001
192.03,6450,perfect coffee,2022-01-09 07:29:00,card transaction,2022-01-09,2022-01,02 coffee,coffee,-10043.85
151.46,0228,station petro g,2022-01-09 07:23:00,mada transaction,2022-01-09,2022-01,04 petrol,petrol,-9892.390000000001
93.84,6450,zawiat alyasamin,2022-01-10 09:27:00,card transaction,2022-01-10,2022-01,03 market,market,-9798.550000000001
36.76,6450,halalah,2022-01-10 19:53:00,card transaction,2022-01-10,2022-01,05 laundry,laundry,-9761.79
278.75,6450,dar al fatera restaura,2022-01-10 21:00:00,card transaction,2022-01-10,2022-01,01 restaurant,restaurant,-9483.04
193.15,6450,zawiat alyasamin,2022-01-11 09:27:00,card transaction,2022-01-11,2022-01,03 market,market,-9289.890000000001
270.78,[SNB account],إلى: علي الناصر مصرف arab national bank,2022-01-12 13:05:00,immediate transfer,2022-01-12,2022-01,08 investment,investment,-9019.11
267.48,6450,zawiat alyasamin,2022-01-12 18:51:00,card transaction,2022-01-12,2022-01,03 market,market,-8751.630000000001
145.23,6450,zawiat alyasamin,2022-01-12 18:52:00,card transaction,2022-01-12,2022-01,03 market,market,-8606.400000000001
188.01,6450,zawiat alyasamin,2022-01-12 09:06:00,card transaction,2022-01-12,2022-01,03 market,market,-8418.390000000001
119.66,0228,petroly co,2022-01-13 20:52:00,mada transaction,2022-01-13,2022-01,04 petrol,petrol,-8298.730000000001
120.34,0228,salem abdulrab,2022-01-13 20:56:00,mada transaction,2022-01-13,2022-01,11 other,other,-8178.390000000001
45.37,6450,wadi al nakhel g,2022-01-14 13:52:00,card transaction,2022-01-14,2022-01,11 other,other,-8133.020000000001
226.76,0228,station petro g,2022-01-16 07:12:00,mada transaction,2022-01-16,2022-01,04 petrol,petrol,-7906.260000000001
213.33,0228,naif saeed   es,2022-01-16 07:16:00,mada transaction,2022-01-16,2022-01,11 other,other,-7692.930000000001
196.1,6450,tamwenat khairat almon,2022-01-16 19:57:00,card transaction,2022-01-16,2022-01,03 market,market,-7496.830000000001
243.81,6572 [stcpay],redacted!,2022-01-17 00:00:00,stcpay credit,2022-01-17,2022-01,06 stcpay,stcpay,-7253.020000000001
199.42,6450,tamwenat khairat almon,2022-01-17 19:53:00,card transaction,2022-01-17,2022-01,03 market,market,-7053.600000000001
54.34,6450,maqlubat aldaar lilakl,2022-01-17 14:09:00,card transaction,2022-01-17,2022-01,11 other,other,-6999.260000000001
269.37,6572 [stcpay],redacted!,2022-01-17 00:00:00,stcpay credit,2022-01-17,2022-01,06 stcpay,stcpay,-6729.890000000001
105.99,0228,the symbol of s,2022-01-18 20:10:00,mada transaction,2022-01-18,2022-01,11 other,other,-6623.900000000001
122.65,6450,najd village restauran,2022-01-18 14:05:00,card transaction,2022-01-18,2022-01,01 restaurant,restaurant,-6501.250000000001
151.74,6572 [stcpay],redacted!,2022-01-18 00:00:00,stcpay credit,2022-01-18,2022-01,06 stcpay,stcpay,-6349.510000000001
40.53,6572 [stcpay],redacted!,2022-01-18 00:00:00,stcpay credit,2022-01-18,2022-01,06 stcpay,stcpay,-6308.9800000000005
204.17,6572 [stcpay],redacted!,2022-01-18 00:00:00,stcpay credit,2022-01-18,2022-01,06 stcpay,stcpay,-6104.810000000001
209.01,6572 [stcpay],redacted!,2022-01-18 00:00:00,stcpay credit,2022-01-18,2022-01,06 stcpay,stcpay,-5895.800000000001
176.77,6450,tones coffee,2022-01-18 19:20:00,card transaction,2022-01-18,2022-01,02 coffee,coffee,-5719.030000000001
66.15,0228,abdullah awad a,2022-01-18 20:05:00,mada transaction,2022-01-18,2022-01,11 other,other,-5652.880000000001
236.8,6572 [stcpay],redacted!,2022-01-18 00:00:00,stcpay credit,2022-01-18,2022-01,06 stcpay,stcpay,-5416.080000000001
122.83,6450,tamwenat khairat almon,2022-01-19 09:07:00,card transaction,2022-01-19,2022-01,03 market,market,-5293.250000000001
99.36,6450,bww sahafa,2022-01-19 20:59:00,card transaction,2022-01-19,2022-01,11 other,other,-5193.890000000001
179.09,0228,arabica cafe lt,2022-01-20 08:50:00,mada transaction,2022-01-20,2022-01,02 coffee,coffee,-5014.800000000001
199.86,0228,halalah,2022-01-20 08:31:00,mada transaction,2022-01-20,2022-01,05 laundry,laundry,-4814.9400000000005
47.14,0228,the sheep resta,2022-01-21 20:13:00,mada transaction,2022-01-21,2022-01,01 restaurant,restaurant,-4767.800000000001
175.46,0228,bthor albon co,2022-01-21 18:09:00,mada transaction,2022-01-21,2022-01,11 other,other,-4592.340000000001
109.43,6450,the sheep restaurant,2022-01-21 20:13:00,card transaction,2022-01-21,2022-01,01 restaurant,restaurant,-4482.910000000001
293.1,6450,fatoomah est,2022-01-21 09:18:00,card transaction,2022-01-21,2022-01,11 other,other,-4189.810000000001
201.23,0228,morning and eve,2022-01-21 09:56:00,mada transaction,2022-01-21,2022-01,11 other,other,-3988.580000000001
223.56,6450,tamwenat khairat almon,2022-01-22 13:18:00,card transaction,2022-01-22,2022-01,03 market,market,-3765.020000000001
185.38,6450,shahrukhan,2022-01-22 21:47:00,card transaction,2022-01-22,2022-01,01 restaurant,restaurant,-3579.640000000001
288.61,0228,mohatat ateaf,2022-01-22 14:21:00,mada transaction,2022-01-22,2022-01,11 other,other,-3291.0300000000007
206.21,6450,tamwenat khairat almon,2022-01-22 10:15:00,card transaction,2022-01-22,2022-01,03 market,market,-3084.820000000001
176.86,6450,nour al hana restauran,2022-01-23 15:11:00,card transaction,2022-01-23,2022-01,01 restaurant,restaurant,-2907.960000000001
288.29,6450,chefs,2022-01-24 20:43:00,card transaction,2022-01-24,2022-01,11 other,other,-2619.670000000001
128.37,6450,montreux,2022-01-24 21:20:00,card transaction,2022-01-24,2022-01,11 other,other,-2491.300000000001
138.78,6450,لدى  mobily,2022-01-25 16:52:00,internet purchase,2022-01-25,2022-01,11 other,other,-2352.520000000001
232.59,6450,halalah,2022-01-25 20:29:00,card transaction,2022-01-25,2022-01,05 laundry,laundry,-2119.9300000000007
149.89,6450,sushi art-exit 5,2022-01-25 18:54:00,card transaction,2022-01-25,2022-01,01 restaurant,restaurant,-1970.0400000000009
85.92,6572 [stcpay],redacted!,2022-01-25 00:00:00,stcpay credit,2022-01-25,2022-01,06 stcpay,stcpay,-1884.1200000000008
287.76,6450,tamwenat khairat almon,2022-01-25 20:31:00,card transaction,2022-01-25,2022-01,03 market,market,-1596.3600000000008
71.69,0228,fawal othman,2022-01-25 09:31:00,mada transaction,2022-01-25,2022-01,01 restaurant,restaurant,-1524.670000000001
180.84,6450,لدى  sun and sand sports co,2022-01-25 09:34:00,internet purchase,2022-01-25,2022-01,11 other,other,-1343.8300000000008
46.35,6572 [stcpay],redacted!,2022-01-25 00:00:00,stcpay credit,2022-01-25,2022-01,06 stcpay,stcpay,-1297.480000000001
76.14,6450,spread,2022-01-26 20:36:00,card transaction,2022-01-26,2022-01,01 restaurant,restaurant,-1221.3400000000008
189.39,6450,kyan,2022-01-27 18:29:00,card transaction,2022-01-27,2022-01,11 other,other,-1031.950000000001
259.71,6450,well gas station,2022-01-27 18:48:00,card transaction,2022-01-27,2022-01,04 petrol,petrol,-772.2400000000009
104.39,6450,al haram for car acces,2022-01-29 11:40:00,card transaction,2022-01-29,2022-01,11 other,other,-667.8500000000009
174.71,0228,kanooz alwatan,2022-01-30 20:02:00,mada transaction,2022-01-30,2022-01,11 other,other,-493.1400000000009
20.07,0228,afran food inds,2022-01-30 19:55:00,mada transaction,2022-01-30,2022-01,01 restaurant,restaurant,-473.0700000000009
199.98,0228,salon qamar ala,2022-01-30 21:59:00,mada transaction,2022-01-30,2022-01,11 other,other,-273.09000000000094
139.03,0228,hamdan ahmed sa,2022-01-30 20:13:00,mada transaction,2022-01-30,2022-01,11 other,other,-134.0600000000009
253.87,0228,naft services c,2022-01-30 19:35:00,mada transaction,2022-01-30,2022-01,04 petrol,petrol,119.80999999999909
237.84,0228,stc pay,2022-01-31 20:02:00,mada transaction,2022-01-31,2022-01,06 stcpay,stcpay,357.64999999999907
220.81,0228,aldrees 241,2022-01-31 07:25:00,mada transaction,2022-01-31,2022-01,04 petrol,petrol,578.4599999999991
-22252.0,account,salary,2022-02-02 11:00:00,salary,2022-02-02,2022-02,09 salary,salary,-22252.0
116.95,6450,nour al hana restauran,2022-02-02 15:00:00,card transaction,2022-02-02,2022-02,01 restaurant,restaurant,-22135.05
242.27,6450,halalah,2022-02-02 21:24:00,card transaction,2022-02-02,2022-02,05 laundry,laundry,-21892.78
206.81,6572 [stcpay],redacted!,2022-02-02 00:00:00,stcpay credit,2022-02-02,2022-02,06 stcpay,stcpay,-21685.97
287.25,6572 [stcpay],redacted!,2022-02-02 00:00:00,stcpay credit,2022-02-02,2022-02,06 stcpay,stcpay,-21398.72
123.13,6572 [stcpay],redacted!,2022-02-02 00:00:00,stcpay credit,2022-02-02,2022-02,06 stcpay,stcpay,-21275.59
190.33,6450,shiro,2022-02-03 20:28:00,card transaction,2022-02-03,2022-02,01 restaurant,restaurant,-21085.26
159.82,6450,tamwenat khairat almon,2022-02-03 20:51:00,card transaction,2022-02-03,2022-02,03 market,market,-20925.44
144.05,6450,aldrees 104,2022-02-04 21:23:00,card transaction,2022-02-04,2022-02,04 petrol,petrol,-20781.39
271.11,6450,fawal tarwiqat alafrah,2022-02-04 10:53:00,card transaction,2022-02-04,2022-02,01 restaurant,restaurant,-20510.28
97.04,6450,tasty tais company,2022-02-05 22:37:00,card transaction,2022-02-05,2022-02,01 restaurant,restaurant,-20413.24
251.49,6450,tasty tais company,2022-02-05 22:29:00,card transaction,2022-02-05,2022-02,01 restaurant,restaurant,-20161.75
171.81,0228,mama noura,2022-02-05 01:17:00,mada transaction,2022-02-05,2022-02,01 restaurant,restaurant,-19989.94
34.09,6450,لدى  netflix.com,2022-02-05 05:34:00,internet purchase,2022-02-05,2022-02,10 bills,bills,-19955.85
171.14,6450,zawiat alyasamin,2022-02-07 08:55:00,card transaction,2022-02-07,2022-02,03 market,market,-19784.71
273.81,6572 [stcpay],redacted!,2022-02-07 00:00:00,stcpay credit,2022-02-07,2022-02,06 stcpay,stcpay,-19510.9
192.11,6450,godiva,2022-02-07 20:30:00,card transaction,2022-02-07,2022-02,11 other,other,-19318.79
22.69,6450,halalah,2022-02-08 21:09:00,card transaction,2022-02-08,2022-02,11 other,other,-19296.1
125.02,6450,thmarat altghthiya for,2022-02-08 09:24:00,card transaction,2022-02-08,2022-02,03 market,market,-19171.08
127.83,6450,dar al fatera restaura,2022-02-08 21:00:00,card transaction,2022-02-08,2022-02,01 restaurant,restaurant,-19043.25
120.34,0228,power of the al,2022-02-08 21:08:00,mada transaction,2022-02-08,2022-02,11 other,other,-18922.91
27.28,6450,home world est,2022-02-08 18:49:00,card transaction,2022-02-08,2022-02,11 other,other,-18895.63
222.75,6450,gulf brand for fast fo,2022-02-09 13:46:00,card transaction,2022-02-09,2022-02,11 other,other,-18672.88
223.65,6450,falak najd trading com,2022-02-09 20:32:00,card transaction,2022-02-09,2022-02,11 other,other,-18449.23
257.95,0228,road cafe 204,2022-02-10 18:04:00,mada transaction,2022-02-10,2022-02,02 coffee,coffee,-18191.28
252.01,6450,petromin express - 171,2022-02-11 16:46:00,card transaction,2022-02-11,2022-02,04 petrol,petrol,-17939.27
164.72,0228,albustan gas st,2022-02-12 09:17:00,mada transaction,2022-02-12,2022-02,04 petrol,petrol,-17774.55
70.06,6450,tamwenat khairat almon,2022-02-12 22:28:00,card transaction,2022-02-12,2022-02,03 market,market,-17704.49
98.54,0228,station petro g,2022-02-12 17:56:00,mada transaction,2022-02-12,2022-02,04 petrol,petrol,-17605.95
113.05,0228,tamwinat laila,2022-02-12 11:20:00,mada transaction,2022-02-12,2022-02,03 market,market,-17492.9
235.16,6450,robo shawaya,2022-02-13 15:05:00,card transaction,2022-02-13,2022-02,01 restaurant,restaurant,-17257.74
294.56,6450,hasawi,2022-02-13 20:03:00,card transaction,2022-02-13,2022-02,11 other,other,-16963.18
128.35,6450,lemon grass company fo,2022-02-14 21:08:00,card transaction,2022-02-14,2022-02,11 other,other,-16834.83
155.7,6450,nour al hana restauran,2022-02-15 15:09:00,card transaction,2022-02-15,2022-02,01 restaurant,restaurant,-16679.13
261.87,6572 [stcpay],redacted!,2022-02-15 00:00:00,stcpay credit,2022-02-15,2022-02,06 stcpay,stcpay,-16417.26
159.72,6450,al rimaya,2022-02-15 21:45:00,card transaction,2022-02-15,2022-02,11 other,other,-16257.54
191.24,6450,mahat fares alsubeai,2022-02-16 21:30:00,card transaction,2022-02-16,2022-02,11 other,other,-16066.3
158.09,6450,mahat fares alsubeai,2022-02-16 21:29:00,card transaction,2022-02-16,2022-02,11 other,other,-15908.21
24.92,6450,mukhtas bun cafe,2022-02-17 23:00:00,card transaction,2022-02-17,2022-02,02 coffee,coffee,-15883.29
293.7,0228,al nafoura al s,2022-02-19 09:57:00,mada transaction,2022-02-19,2022-02,01 restaurant,restaurant,-15589.59
23.94,6450,alqahwah coffee,2022-02-19 16:38:00,card transaction,2022-02-19,2022-02,02 coffee,coffee,-15565.65
192.43,6450,alhdaiaia moul combani,2022-02-20 19:19:00,card transaction,2022-02-20,2022-02,11 other,other,-15373.22
68.84,6450,danube co. for foods s,2022-02-20 19:49:00,card transaction,2022-02-20,2022-02,03 market,market,-15304.38
290.72,0228,al nafoura al s,2022-02-20 10:26:00,mada transaction,2022-02-20,2022-02,01 restaurant,restaurant,-15013.66
162.28,6450,aldrees 738,2022-02-20 10:07:00,card transaction,2022-02-20,2022-02,04 petrol,petrol,-14851.38
275.27,6450,lawazim albarari,2022-02-20 10:22:00,card transaction,2022-02-20,2022-02,11 other,other,-14576.11
45.25,6450,mizan al odhaib com ki,2022-02-21 11:54:00,card transaction,2022-02-21,2022-02,11 other,other,-14530.86
203.06,6450,shahrukhan,2022-02-21 20:51:00,card transaction,2022-02-21,2022-02,01 restaurant,restaurant,-14327.8
114.81,6450,shahrukhan,2022-02-21 20:49:00,card transaction,2022-02-21,2022-02,01 restaurant,restaurant,-14212.99
46.93,6450,halalah,2022-02-21 12:37:00,card transaction,2022-02-21,2022-02,11 other,other,-14166.06
218.6,0228,power of the al,2022-02-21 12:35:00,mada transaction,2022-02-21,2022-02,11 other,other,-13947.46
117.33,6450,aldrees 766,2022-02-22 12:32:00,card transaction,2022-02-22,2022-02,04 petrol,petrol,-13830.13
142.49,0228,abdulrahman als,2022-02-22 16:24:00,mada transaction,2022-02-22,2022-02,11 other,other,-13687.64
182.09,6450,well gas station,2022-02-22 10:04:00,card transaction,2022-02-22,2022-02,04 petrol,petrol,-13505.55
230.86,6450,herfy1259,2022-02-22 15:19:00,card transaction,2022-02-22,2022-02,11 other,other,-13274.69
138.3,0228,athar fuel stat,2022-02-22 20:53:00,mada transaction,2022-02-22,2022-02,04 petrol,petrol,-13136.39
38.98,6450,halalah,2022-02-22 08:50:00,card transaction,2022-02-22,2022-02,11 other,other,-13097.41
24.68,0228,nourah alfaqer,2022-02-22 20:40:00,mada transaction,2022-02-22,2022-02,11 other,other,-13072.73
130.3,0228,tmwinat zad alo,2022-02-23 10:09:00,mada transaction,2022-02-23,2022-02,11 other,other,-12942.43
196.09,0228,tmwinat zad alo,2022-02-23 10:10:00,mada transaction,2022-02-23,2022-02,11 other,other,-12746.34
40.46,6450,mateam alearikat walma,2022-02-23 11:42:00,card transaction,2022-02-23,2022-02,11 other,other,-12705.88
177.76,6450,paper moon trading com,2022-02-23 12:43:00,card transaction,2022-02-23,2022-02,11 other,other,-12528.12
108.09,6450,al masoudi trading est,2022-02-23 17:10:00,card transaction,2022-02-23,2022-02,11 other,other,-12420.03
280.63,0228,future fuel sta,2022-02-24 11:59:00,mada transaction,2022-02-24,2022-02,04 petrol,petrol,-12139.4
52.11,6450,halalah,2022-02-24 20:49:00,card transaction,2022-02-24,2022-02,11 other,other,-12087.29
211.97,6450,muhammad al mohammadi,2022-02-24 22:08:00,card transaction,2022-02-24,2022-02,11 other,other,-11875.32
128.01,6450,mathaq algawharah,2022-02-25 13:21:00,card transaction,2022-02-25,2022-02,11 other,other,-11747.31
128.6,6572 [stcpay],jahez international co,2022-02-25 15:45:25,stcpay transaction,2022-02-25,2022-02,01 restaurant,restaurant,-11618.71
200.49,0228,alam hala co,2022-02-25 13:12:00,mada transaction,2022-02-25,2022-02,11 other,other,-11418.22
48.41,6572 [stcpay],redacted!,2022-02-25 00:00:00,stcpay credit,2022-02-25,2022-02,06 stcpay,stcpay,-11369.81
204.64,0228,arabic coffee c,2022-02-25 09:00:00,mada transaction,2022-02-25,2022-02,02 coffee,coffee,-11165.17
256.56,6450,halalah,2022-02-26 18:32:00,card transaction,2022-02-26,2022-02,11 other,other,-10908.61
176.36,6450,lulu saudi hypermarket,2022-02-26 14:02:00,card transaction,2022-02-26,2022-02,03 market,market,-10732.25
45.39,0228,arabica cafe lt,2022-02-27 09:20:00,mada transaction,2022-02-27,2022-02,02 coffee,coffee,-10686.86
-22198.4,account,salary,2022-02-27 03:06:00,salary,2022-02-27,2022-02,09 salary,salary,-32885.26
212.06,6450,tamwenat khairat almon,2022-02-27 18:53:00,card transaction,2022-02-27,2022-02,03 market,market,-32673.2
109.76,6450,tamwenat khairat almon,2022-02-28 22:21:00,card transaction,2022-02-28,2022-02,03 market,market,-32563.440000000002
203.89,6450,tamwenat khairat almon,2022-02-28 07:36:00,card transaction,2022-02-28,2022-02,03 market,market,-32359.550000000003
124.54,6450,danube co. for foods s,2022-03-01 17:37:00,card transaction,2022-03-01,2022-03,03 market,market,124.54
105.47,0228,rawabi najd fre,2022-03-01 17:07:00,mada transaction,2022-03-01,2022-03,11 other,other,230.01
261.71,6450,tones,2022-03-02 08:26:00,card transaction,2022-03-02,2022-03,11 other,other,491.71999999999997
184.1,6450,zawiat alyasamin,2022-03-02 19:06:00,card transaction,2022-03-02,2022-03,03 market,market,675.8199999999999
157.23,6450,tamwenat khairat almon,2022-03-03 21:29:00,card transaction,2022-03-03,2022-03,03 market,market,833.05
198.35,6450,halalah,2022-03-03 20:07:00,card transaction,2022-03-03,2022-03,11 other,other,1031.3999999999999
135.28,6572 [stcpay],jahez international co,2022-03-03 20:57:23,stcpay transaction,2022-03-03,2022-03,01 restaurant,restaurant,1166.6799999999998
61.74,6450,toqa coffee,2022-03-04 20:46:00,card transaction,2022-03-04,2022-03,02 coffee,coffee,1228.4199999999998
131.82,6450,baan thai,2022-03-04 20:09:00,card transaction,2022-03-04,2022-03,11 other,other,1360.24
221.83,6450,لدى  netflix.com,2022-03-05 05:29:00,internet purchase,2022-03-05,2022-03,10 bills,bills,1582.07
110.82,6450,s150-tamimi markets,2022-03-05 16:03:00,card transaction,2022-03-05,2022-03,03 market,market,1692.8899999999999
104.09,0228,alnafoura alsha,2022-03-06 07:42:00,mada transaction,2022-03-06,2022-03,01 restaurant,restaurant,1796.98
65.13,0228,sabb riyadh cp sa,2022-03-07 08:14:00,cash withdraw,2022-03-07,2022-03,10 cash_withdraw,cash_withdraw,1862.11
118.38,6450,halalah,2022-03-07 19:29:00,card transaction,2022-03-07,2022-03,05 laundry,laundry,1980.49
94.23,6450,albahir7774,2022-03-08 19:05:00,card transaction,2022-03-08,2022-03,11 other,other,2074.72
224.04,6450,karam beirut - tahlia,2022-03-08 23:46:00,card transaction,2022-03-08,2022-03,11 other,other,2298.7599999999998
59.06,6572 [stcpay],redacted!,2022-03-08 00:00:00,stcpay credit,2022-03-08,2022-03,06 stcpay,stcpay,2357.8199999999997
33.98,6450,branch of al grilled a,2022-03-08 13:30:00,card transaction,2022-03-08,2022-03,01 restaurant,restaurant,2391.7999999999997
118.91,6572 [stcpay],redacted!,2022-03-08 00:00:00,stcpay credit,2022-03-08,2022-03,06 stcpay,stcpay,2510.71
213.38,6450,coffee style cafe,2022-03-08 09:12:00,card transaction,2022-03-08,2022-03,02 coffee,coffee,2724.09
120.66,6450,resturant services tra,2022-03-09 20:03:00,card transaction,2022-03-09,2022-03,01 restaurant,restaurant,2844.75
185.34,6572 [stcpay],redacted!,2022-03-10 00:00:00,stcpay credit,2022-03-10,2022-03,06 stcpay,stcpay,3030.09
24.71,6450,shawermer,2022-03-10 18:40:00,card transaction,2022-03-10,2022-03,01 restaurant,restaurant,3054.7999999999997
277.59,0228,petroly co,2022-03-10 18:53:00,mada transaction,2022-03-10,2022-03,04 petrol,petrol,3332.39
84.21,0228,narees coffee,2022-03-10 19:09:00,mada transaction,2022-03-10,2022-03,02 coffee,coffee,3416.6
44.84,6572 [stcpay],redacted!,2022-03-10 00:00:00,stcpay credit,2022-03-10,2022-03,06 stcpay,stcpay,3461.44
261.12,6450,salon qamar alahsa,2022-03-11 21:24:00,card transaction,2022-03-11,2022-03,11 other,other,3722.56
209.12,6450,al amer market,2022-03-12 16:30:00,card transaction,2022-03-12,2022-03,03 market,market,3931.68
288.32,6450,bawabat alwarod restur,2022-03-12 20:37:00,card transaction,2022-03-12,2022-03,01 restaurant,restaurant,4220.0
119.71,6450,al halabi al aseeel re,2022-03-13 22:28:00,card transaction,2022-03-13,2022-03,11 other,other,4339.71
284.05,6450,tamwenat khairat almon,2022-03-15 19:55:00,card transaction,2022-03-15,2022-03,03 market,market,4623.76
157.26,6450,thmarat altghthiya for,2022-03-16 09:20:00,card transaction,2022-03-16,2022-03,03 market,market,4781.0199999999995
87.6,6450,hawa lebanon catering,2022-03-16 15:47:00,card transaction,2022-03-16,2022-03,11 other,other,4868.62
82.2,6450,burgerizzr,2022-03-16 22:57:00,card transaction,2022-03-16,2022-03,01 restaurant,restaurant,4950.82
85.65,6450,gas station developmen,2022-03-16 22:36:00,card transaction,2022-03-16,2022-03,04 petrol,petrol,5036.47
53.21,6450,petromin express 1322,2022-03-17 15:55:00,card transaction,2022-03-17,2022-03,04 petrol,petrol,5089.68
113.02,0228,alqean alharery,2022-03-17 20:11:00,mada transaction,2022-03-17,2022-03,11 other,other,5202.7
285.38,0228,mosleh aljohani,2022-03-17 18:10:00,mada transaction,2022-03-17,2022-03,11 other,other,5488.08
57.64,6450,al qrafi sea food,2022-03-17 13:58:00,card transaction,2022-03-17,2022-03,01 restaurant,restaurant,5545.72
108.7,6450,sasco,2022-03-17 07:06:00,card transaction,2022-03-17,2022-03,04 petrol,petrol,5654.42
87.9,6450,aldrees 542,2022-03-17 01:51:00,card transaction,2022-03-17,2022-03,04 petrol,petrol,5742.32
218.76,6450,obour markets 3,2022-03-17 07:14:00,card transaction,2022-03-17,2022-03,03 market,market,5961.08
25.99,6450,rasm alriydeah co,2022-03-18 14:38:00,card transaction,2022-03-18,2022-03,11 other,other,5987.07
116.13,6450,alfaridi station,2022-03-18 21:08:00,card transaction,2022-03-18,2022-03,04 petrol,petrol,6103.2
84.32,6450,traet alfaud,2022-03-19 18:16:00,card transaction,2022-03-19,2022-03,11 other,other,6187.5199999999995
204.01,0228,mahatah abdalaz,2022-03-19 17:27:00,mada transaction,2022-03-19,2022-03,11 other,other,6391.53
151.69,6450,لدى  amazon sa,2022-03-20 23:38:00,internet purchase,2022-03-20,2022-03,11 other,other,6543.22
114.32,6450,fyafe alqasim est,2022-03-20 10:33:00,card transaction,2022-03-20,2022-03,11 other,other,6657.54
151.3,6450,s150-tamimi markets,2022-03-20 11:00:00,card transaction,2022-03-20,2022-03,03 market,market,6808.84
119.07,6450,halalah,2022-03-20 19:23:00,card transaction,2022-03-20,2022-03,05 laundry,laundry,6927.91
228.42,6450,zawiat alyasamin,2022-03-20 19:14:00,card transaction,2022-03-20,2022-03,03 market,market,7156.33
148.14,6572 [stcpay],redacted!,2022-03-20 00:00:00,stcpay credit,2022-03-20,2022-03,06 stcpay,stcpay,7304.47
